StatLevel/internal05,"老陽"
LegendInfo/Ch_6_6_2_Break_01_039,"要想讓夫人們和平相處，除非她們全都學小師妹那樣不爭寵，不嫉妒，那就可以置身事外，不悲不喜。"
LegendInfo/Ch_6_6_2_Break_01_038,"雲裳聽了心生一計，只消給她們一人一把刀子，再出門喝個爛醉，一回家問題就迎刃而解了。\n瑞笙只得苦笑，這種火上澆油的建議哪裡能聽？卻不知你妹子全然沒有要害他夫人，是想鼓勵他夫人齊心協力害他來著。"
LegendInfo/Ch_6_6_2_Break_01_037,"\n你想拜訪孤雲山派，卻迎面碰見因為家庭糾紛而狼狽出逃的少年掌門瑞笙。\n聽上去他那幾位紅顏知己雖然貌美，卻都頗有脾氣。\n這倒也不難逆料，人非聖賢，誰無私欲？想獨佔丈夫的恩寵乃是人之常情，何況這些小娘子投奔情郎憑的不是媒妁之言，而是無懼世俗的勇氣與滾燙真心。\n結果真心不能以一換一，還得被迫與人分享，試問這如何不教人委屈？\n想讓她們不爭風吃醋，談何容易！"
LegendInfo/Ch_6_6_2_Break_01_036,"\n有意拜會峨嵋掌門向無憂，可是與你一般心思的武林人何曾少了？都爭相獻殷勤，想要結識這位一鳴驚人的武林高手。\n你眼看擠是擠不進去了，索性放棄，向掌門望見你的背影，反而留上了心。\n天下武功至理殊途同歸，他忘卻紅塵閉關多年，窮就形意拳所悟的「無形拳」，幾乎臻至無招無式，此時此刻看你閃避人群的步態體姿，卻似頗有異曲同工之妙，不由得暗暗心驚，好奇你一個善使暗器毒藥的唐門弟子，練的是什麼武功。\n殊不知你練的確實是唐門武功，開宗明義卻無人解得真髓的「忘形篇」。"
LegendInfo/Ch_6_6_2_Break_01_035,"溫夫人先前忙著替宮人著想，無暇考慮自己的事，今日過後才得逍遙，見到小竹，才想起崆峒裂骨魔的匠藝天下聞名，火炎山劍閣專打兵刃，她卻什麼都會造，也算一代奇女子。\n遂向小竹訂製車子，有蓋能遮風擋雨，有窗能觀覽沿途風景。\n外邊不必雕飾，裡邊卻要舒適寬敞，結實牢靠，能耐顛簸。\n她想去長白山，聽說那裡終年積雪不化，是故友魂歸之鄉，反正退隱江湖以後無所事事，不如載著滿車暗香遠遊，拜祭故人，也好告訴他們：南宮遠終於當上武林盟主了，大家的夢想將會延續下去。"
LegendInfo/Ch_6_6_2_Break_01_034,"小梅上前問候，她在豪爽人面前表現得活潑明媚，在斯文人面前表現得端莊得體，笑容完美無缺，無論男女人見人愛，偏生這招在溫夫人跟前不大管用，這可是一位遍閱人心的老江湖，焉能不知小梅諂媚之意？更知她是千燈樓的殺手，身世不清白，小梅越是討好，溫夫人越是戒慎不苟言笑。\n小梅也並不在意，轉頭撲進畫中仙懷裡，一聲姑姑喊得好不親熱，溫夫人登時一愣，她與畫中仙是親姊妹，小梅喊自己妹妹為姑姑，那她是自己的誰？腦中飛速把親戚關係理了一遍，沉聲把小梅喚到跟前。\n畫中仙大急，還道她的謊言要被當場揭穿，不想溫夫人一改先前冷峻容色，當場認了親，還說要將畢生所學傾囊相授作為彌補。\n小梅從小被千燈樓擄去當作殺手栽培，又到飛天門耳濡目染，近朱者赤，難免沾染了陰狠偏執的惡質，但她其實天性純良，愛騙人也容易受騙，當即真以為自己又找到了親人，霎時熱淚盈眶，一時沒計較那些武功、學問有多珍貴，只是歡喜自己原來有依有靠。"
LegendInfo/Ch_6_6_2_Break_01_033,"小菊上前施禮，江湖以才名著稱的兩大奇女子今始有緣結識，你一言我一語，都是引經據典，言下互相讚許，頗有惺惺相惜、相逢恨晚之意。\n你雖然知道小菊素有才女之名，也傾慕她才學，可也不曾見她如今日碰上知音這麼興奮，侃侃而談，妙語如珠，往昔心氣上頭，差點兒破了她不作詩詞的誓言。"
LegendInfo/Ch_6_6_2_Break_01_032,"你如今知道溫夫人是泥教人間道法王，竟然還敢帶宮人赴武林大會，膽氣不可說不豪。\n萬一你說溜了嘴，她們一行只怕難以生離此地。\n溫夫人卻料定你不會說，她識人何其多，什麼樣的人可以信賴，她自心中有數，干冒奇險讓你知情，用意也不是讓你揭發她，而是寄予深深的期許。"
LegendInfo/Ch_6_6_2_Break_01_031,"龍湘見你過來，歡顏迎將上來，手裡還拿著小販賣的雞腿，你不禁好笑，這人有時人比劍鋒更冷，有時又嬌憨明媚如春日郊遊的少女。不過話說回來，吃得下總比吃不下好。"
LegendInfo/Ch_6_6_2_Break_01_030,"\n你去拜訪錦香宮人的時候，一群白衣娘子正說說笑笑，一派輕鬆，渾沒有參與武林大會的嚴肅感，旁人不知情的都笑她們不諳世事，把江湖當兒戲，殊不知於宮人而言，今日便是江湖生涯的畢業典禮。"
LegendInfo/Ch_6_6_2_Break_01_029,"你只覺如夢似幻，好不真實，總怨機緣從不屬於你，真的輪到你了，又疑神疑鬼，患得患失，一會兒覺得自己又在作夢，一會兒又懷疑其中有詐。\n尹志平可沒心思苦口婆心勸你，只受師命傳話而已，至於你信不信、能否把握機緣，決議如何，全憑你自己。"
LegendInfo/Ch_6_6_2_Break_01_028,"這雖是天大的好事，可雲裳一聽就怒了，就地找了一根樹枝就想跟尹志平拚命。 \n尹志平連忙說明，並非讓你出家當道士，只是記名讓你自己在家修行罷了。\n她這才終於鬆了一口氣，打消毆殺尹志平的念頭。"
LegendInfo/Ch_6_6_2_Break_01_027,"這雖是天大的好事，可你小師妹一聽就急了，怕你心動，真去當了道士，可是天下第一人破例收你為徒，這是何等造化，唐門憑何留住你呢？\n尹志平連忙說明，並非讓你出家當道士，只是記名讓你自己在家修行罷了。\n小師妹這才終於鬆了一口氣，有種失而復得的慶幸，下意識揪住了你衣擺，內心深處總覺得人人都想要搶走你。\n她著實是想多了。"
LegendInfo/Ch_6_6_2_Break_01_026,"心血來潮，便囑咐弟子試探於你，你若不來，也索罷了，說明沒有緣分，不必強求。\n你若到他跟前，既有道緣，又無師承，心地純良，仍懷堅忍不拔之志，蓬門未嘗不可為君開，破例收你作關門弟子。"
LegendInfo/Ch_6_6_2_Break_01_025,"越是聽說你跌跌撞撞，丘真人越是興味盎然，欣賞你不屈不撓的意志，以及逆風而行的骨氣。"
LegendInfo/Ch_6_6_2_Break_01_024,"當初大漠一行，丘真人便記住了有你這人，畢竟你的臉太令人難忘，表現亦不俗，那時還不甚瞭解你的為人，乃至聽尹志平笑說你如何一路跌跌撞撞，不屈不撓，興味才越發盎然，欣賞你不屈不撓的意志，以及逆風而行的骨氣。"
LegendInfo/Ch_6_6_2_Break_01_023,"尹志平正等你自己送上門來，他方才的吟詩不是有感而發，而是有意試探你與全真的道緣是否足深。\n此行南來以前，他曾與恩師丘處機品茗閒話，談論到當世英雄，尹道長特別提到了你。\n長江後浪推前浪，江山代有人傑出，每過一段時間，江湖總有天賦異稟的後學嶄露頭角，活得夠久，那便見怪不怪。\n可是這些鶴立雞群的英雄少年之中，沒一個是凡人，只有你特別詭異。\n資質平庸，不得唐門真傳，更沒啥驚世奇緣可言，處境似你的俗人多如過江之鯽，不是放棄抵抗任川流沖走，就是淪為刀俎魚肉，默默消失然後被人遺忘，誰也不記得姓名。\n怎麼偏就你冒出頭來了？"
LegendInfo/Ch_6_6_2_Break_01_022,"你還道他口中所吟，是即興創作的詩，正想出口誇讚，被小菊及時攔住，悄聲告知這是純陽祖師呂洞賓的絕句，你才沒脫口而出鬧笑話。"
LegendInfo/Ch_6_6_2_Break_01_021,"你一聽便知他口中吟詠乃是純陽祖師呂洞賓的絕句。\n尹志平眼放異采，頗有嘉許之意。"
LegendInfo/Ch_6_6_2_Break_01_020,"\n你去拜見全真派尹道長，他正獨立崖邊，眺望洞庭。"
LegendInfo/Ch_6_6_2_Break_01_019,"妻賢至此，夫復何求？\n小菊聞言嫣然一笑，毫不希罕手裡的權柄。\n今日給你一誇，足以雪洗當年以堂堂狀元之身，被賜詔下嫁給武夫的恥辱。\n於她而言你便是君王。"
LegendInfo/Ch_6_6_2_Break_01_018,"幸得魏菊從旁接話，她早已安排妥當，考慮周全，調度從容，有條不紊，更將功勞悉數歸在你身上，崆峒眾人一聽是掌派人授意，無不凜遵。"
LegendInfo/Ch_6_6_2_Break_01_017,"你之所以答不上來，和肚裡有多少墨水沒關係，實在是你對崆峒情況瞭解太過淺薄，不能妄下決議。"
LegendInfo/Ch_6_6_2_Break_01_016,"\n你以掌派人之尊，去崆峒派面前露了臉，還怕被不服你的人捅刀子，可是以丹霞子為首，人人恭敬有禮，渾然看不出半分不遜之色，你才心下稍安。\n可是被問及將來崆峒方針，你卻支支吾吾說不出話來。"
LegendInfo/Ch_6_6_2_Break_01_015,"你哪裡是專程來受氣的？有人暗諷你，你立馬就施展嘴攻反激回去，話裡陰陽同樣不指名道姓，可是威力卻不可同日而語，那老乞丐涵養功夫也差，被你氣得掄杖就想拚命，周遭群眾聽見嘈嚷望過來，見這些乞丐狠霸霸想作勢打人的模樣，都皺起眉頭，丐幫亟欲挽回的形象裂出了口子。"
LegendInfo/Ch_6_6_2_Break_01_014,"你也知道丐幫現在是老派的一干長老獨攬大權，幫主雖是一幫之主，說話卻不全然作數。\n也不好讓大義分舵左右為難，於是笑了笑拱手作別。"
LegendInfo/Ch_6_6_2_Break_01_013,"丐幫老派的長老見狀冒了出來，假意勸幫主與人交往要慎選對象，莫與不三不四的奸人小丑往來，說著目光不住朝你身上打量，面有譏嘲之色，含沙射影不言而喻。"
LegendInfo/Ch_6_6_2_Break_01_012,"還道丐幫老派的長老會不喜唐門，沒想到上前就勸幫主多和唐門交往。"
LegendInfo/Ch_6_6_2_Break_01_011,"葉雲裳見你挨打，立刻提棍子從背後給你來一下。\n她打你可是有深意的，料定你會一臉愕然回頭質問她，她便好當眾回答：「打是情，罵是愛。」所以她打你是提醒你自己心意，至於你丐幫朋友罵你藍色混蛋，顯然是愛你。\n此話一出，在場眾人登時啞口無言，再怎麼親暱也打不下去、罵不出口了。\n雲裳用她的法子保護了你。"
LegendInfo/Ch_6_6_2_Break_01_010,"小師妹見你挨打，登時不樂意，她可不懂你們一拳一腳打出來的交情。\n乞丐老兄見你居然真把唐門千金騙到手了，既吃驚又佩服，還想私下向你討教幾招，好討個叫花婆子一起過日子，可是你哪有什麼心得？你到今日都擔心小師妹是鏡花水月，一碰就會勻散。"
LegendInfo/Ch_6_6_2_Break_01_009,"從前一起搶菜打鬧吃火鍋的大義分舵老朋友衝了出來，口裡罵著藍色混蛋，淚水卻盈滿眼眶，世事變化無常，有若白雲蒼狗。不單是唐門物是人非，他們丐幫大義分舵又何嘗不是呢？\n王幫主死去了，舊派老叫花重攬大權，刻意打壓，大義分舵如今死剩沒幾個舊人，與你相見，當真是恍如隔世。\n那情緒激動之下，自然要捶你幾拳，試試你是否依然如當年那樣抗打。"
LegendInfo/Ch_6_6_2_Break_01_008,"旋即發現你身邊的小菊，吃了一驚，低下頭去。\n原來李富貴從前家道尚未中落，也曾真的富貴過，隨狐朋狗友一塊兒慕名去詩會見過這位大才女，為她驚世才華傾倒。\n那時就自慚形穢，如今成了乞丐頭子，更是唯恐被她認出來。"
LegendInfo/Ch_6_6_2_Break_01_007,"\n你到丐幫打招呼，李幫主也是年輕人，在武林大會上顯得忐忑又謹慎，見你過來滿臉堆笑迎了上來。"
LegendInfo/Ch_6_6_2_Break_01_006,"\n你有意去拜見嵩山高僧，略表欽佩之情，迎面卻碰上福韞法師，勸你別去了。\n覺慧方丈性喜清靜，不與江湖中人結交。回山不久就要交卸衣缽，無意沾染凡塵。\n你想和嵩山僧人打交道，那跟他打交道不也一樣嗎？反正將來八九不離十，他會當上嵩山方丈。\n你吃了一驚，暗道這年輕僧人恁地狂妄，就算有野心，怎能當眾宣之於口？卻不想是你小看了他。\n福韞所以發下豪言，是深知身在其位方能有所作為，欲整飭僧眾，訂定字輩，發心振作，弘揚佛法，那就必須先掌權，以身作則，所以方丈之位，勢在必得。\n若有意往而諱其言，反倒不夠誠實了。\n待到大會結束以後，他昔日發願心起行將近十年的雲遊便告一段落，要回寺中精進佛法。\n你若不到嵩山來，下一面就不知會是許多年後了。\n你與他一僧一俗，可是頗為投緣，交往至今情誼不可謂淺，聞言不禁悵然。"
LegendInfo/Ch_6_6_2_Break_01_005,"正道決出了武林盟主，唐門就算沒打算言聽計從，好歹也要走動走動，和各派打交道，彰顯存在感。"
LegendInfo/Ch_6_6_2_Break_01_004,"魏菊與你說了一會兒話，見你沒有責難之意，終於放下心來。\n其實她這一來就不打算走了，按照約定，崆峒一切執掌都交接完畢，之所以沒帶包袱細軟過來只是怕你嫌棄而已，你若不嫌，那從今往後她便不再是魏掌門，只是你的小菊而已。"
LegendInfo/Ch_6_6_2_Break_01_003,"你聽她言下之意，似對南宮世家讚譽有加，不由得憂心忡忡，怕她給南宮大公子拐了去。\n你試探得很委婉，可是小菊一葉知秋，頓時就知你心裡藏著什麼事，不由得暗暗好笑，又甜甜的頗為受用，還怕分隔數月之久，掌派人就見異思遷忘了自己。\n君子惡稱人之惡者，她本來雅不願抨擊別人，但為了表明心跡，毫不保留的剖明了自己對大公子的想法，有如滔滔江水般的怨言傾瀉而出，你聽得啞口無言，還道這位魏才女好說話，原來對人品要求如此嚴格，暗暗慶幸自己還算得上踏實，這才沒有被討厭。\n這席話她連摯友上官螢都沒透露過，畢竟大公子曾是上官螢的未婚妻。\n她嘴裡說的是別人的壞話，卻覺得自己把柄被你捉住了。"
